id,common_material_id,source_material_code,source_cpse,source_description,canonical_material_key,membership_type,accepted_edge_candidate_ids,reviewer_ids,evidence_snapshot_hashes
c60a04cd-cf73-5d4a-aa5a-a41d356b0196,CMM-FASTNR-0BBB2B-001,CPCL-442155,CPCL,HEXAGONAL BOLT M16X75 ZINC PLATED,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M16|75_MM|20_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
6ee04203-75c9-5034-b4e3-a9cffec78e80,CMM-FASTNR-0DB70F-001,ONGC-663346,ONGC,M8 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|ZINC_PLATED,STANDALONE,,,
49a1ebdf-a75e-5825-ac95-51bb2fc03776,CMM-FASTNR-0E6809-001,CPCL-834527,CPCL,HEX BOLT M20 X 50 MM ZINC PLATED,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M20|50_MM|12_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
638f6b6c-565c-53b4-baf6-665b01761884,CMM-FASTNR-0EB0C9-001,ONGC-463284,ONGC,FLAT WASHER M8,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M8|IS_2016|ZINC_PLATED,STANDALONE,,,
053bc836-9e30-5ad1-a2e9-6a4c02e2b291,CMM-FASTNR-0F6CD2-001,IOCL-237312,IOCL,GALV HEX BOLT M12 X 60 MM,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M12|60_MM|12_MM|IS_1363|GALVANIZED,STANDALONE,,,
00fead94-50f5-5ed4-abf0-52888136d369,CMM-FASTNR-100948-001,CPCL-512607,CPCL,M20 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M20|IS_1364|ZINC_PLATED,STANDALONE,,,
7aabeb79-6003-5e0b-99c2-aa47392dc1ec,CMM-FASTNR-10807A-001,ONGC-726243,ONGC,HEXAGONAL NUT M8 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|ZINC_PLATED,STANDALONE,,,
59f1325a-85a3-55ba-965b-15a54888a16d,CMM-FASTNR-110BA9-001,IOCL-251524,IOCL,HEXAGONAL NUT M10 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M10|IS_1364|GALVANIZED,STANDALONE,,,
05f6d602-08a3-5a8e-ba0d-749dcb83639c,CMM-FASTNR-13B037-001,ONGC-305017,ONGC,HEXAGONAL NUT M8 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|GALVANIZED,STANDALONE,,,
05b12fd5-e39a-5337-93d6-340f31f8ecaa,CMM-FASTNR-140FB1-001,ONGC-981541,ONGC,HEX BOLT M16-75 ZINC PLATED,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M16|75_MM|16_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
624dbe16-04d0-5169-931f-371d9149e47c,CMM-FASTNR-15AE09-001,IOCL-737026,IOCL,PLAIN WASHER M8 ZINC PLATED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M8|IS_2016|ZINC_PLATED,STANDALONE,,,
5d06ddef-6fa9-5503-a5ed-c398572a58e5,CMM-FASTNR-17C95E-001,HPCL-350759,HPCL,HEX NUT M8 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|GALVANIZED,STANDALONE,,,
00745ca7-1bc0-5158-bc05-269bdb8ff099,CMM-FASTNR-186748-001,ONGC-999615,ONGC,WASHER M20 GALVANIZED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M20|IS_2016|GALVANIZED,STANDALONE,,,
fd1e904b-4636-5a5c-a676-aaee6c84064b,CMM-FASTNR-1958DD-001,ONGC-507813,ONGC,FLAT WASHER M20,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M20|IS_2016|GALVANIZED,STANDALONE,,,
1671b1b3-6559-5641-bdf7-52a318053634,CMM-FASTNR-1B310F-001,CPCL-599564,CPCL,HEX BOLT M12 X 60 MM GALVANIZED,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M12|60_MM|12_MM|IS_1363|GALVANIZED,STANDALONE,,,
3478feae-33b9-59a8-906e-ae30e40046ce,CMM-FASTNR-1BBB44-001,ONGC-197328,ONGC,WASHER M8 ZINC PLATED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M8|IS_2016|ZINC_PLATED,STANDALONE,,,
e6a72b8c-884d-55b0-b61c-4421f41feded,CMM-FASTNR-1E32A5-001,HPCL-546608,HPCL,"M10 HEX BOLT, 50 MM, GALVANIZED",FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M10|50_MM|10_MM|IS_1363|GALVANIZED,STANDALONE,,,
bee8d28c-603b-5fd4-a170-0b1da780e8f9,CMM-FASTNR-1E6830-001,ONGC-309624,ONGC,M20 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M20|IS_1364|ZINC_PLATED,STANDALONE,,,
88a56837-8687-5521-b31b-fd4d4e832922,CMM-FASTNR-20DD80-001,CPCL-302106,CPCL,PLAIN WASHER M16 ZINC PLATED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M16|IS_2016|ZINC_PLATED,STANDALONE,,,
fb2d909f-8b51-5f39-bbcb-bc912acae859,CMM-FASTNR-25D81A-001,CPCL-207168,CPCL,HEX BOLT M10 X 75 MM ZINC PLATED,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M10|75_MM|10_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
30866565-7dbe-5d01-a50b-381b1cc281ac,CMM-FASTNR-2780CC-001,IOCL-711036,IOCL,HEX HEAD BOLT M10-75 MM ZINC PLATED,FASTENER|BOLT|CARBON_STEEL|CARBON_STEEL|M10|75_MM|16_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
f3b3c332-4d95-5a3c-9f59-078272053202,CMM-FASTNR-27F243-001,CPCL-241074,CPCL,FLAT WASHER M12,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M12|IS_2016|ZINC_PLATED,STANDALONE,,,
56fb8152-2ca0-505c-a53a-f489218a79ff,CMM-FASTNR-2A0B34-001,HPCL-402831,HPCL,HEX NUT M20 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M20|IS_1364|ZINC_PLATED,STANDALONE,,,
d67e5ab2-a1c5-51fa-8db0-5b6adbe32018,CMM-FASTNR-2A3BC8-001,IOCL-985383,IOCL,WASHER M12 GALVANIZED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M12|IS_2016|GALVANIZED,STANDALONE,,,
128a1dc3-2524-5dea-9eff-6388cb313491,CMM-FASTNR-2AADBD-001,HPCL-412629,HPCL,FLAT WASHER M12,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M12|IS_2016|GALVANIZED,STANDALONE,,,
591d6463-17d4-5483-950a-2c1d2ad4b286,CMM-FASTNR-2BD389-001,HPCL-558521,HPCL,"M16 HEX BOLT, 60 MM, ZINC PLATED",FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M16|60_MM|12_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
7be1a1bb-e8fc-5b8f-bcc6-534f892fee3b,CMM-FASTNR-2D0BA0-001,CPCL-232068,CPCL,HEX BOLT M20 X 100 MM GALVANIZED,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M20|100_MM|20_MM|IS_1363|GALVANIZED,STANDALONE,,,
e33dc763-6262-58fd-9d76-6b58d51e50da,CMM-FASTNR-302760-001,CPCL-616780,CPCL,M16 X 50 MM HEX HEAD BOLT ZINC PLATED,FASTENER|BOLT|CARBON_STEEL|CARBON_STEEL|M16|50_MM|10_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
f7f7422c-4878-552c-8e4b-425f1f733118,CMM-FASTNR-30C0B8-001,CPCL-463951,CPCL,PLAIN WASHER M16 ZINC PLATED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M16|IS_2016|ZINC_PLATED,STANDALONE,,,
db139d2a-d8b9-56eb-8fda-86584d7bf9df,CMM-FASTNR-354177-001,HPCL-818229,HPCL,HEXAGONAL NUT M16 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M16|IS_1364|ZINC_PLATED,STANDALONE,,,
fe25b443-b084-5d9b-af8c-19631877f24e,CMM-FASTNR-3710FC-001,ONGC-591535,ONGC,HEXAGONAL NUT M16 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M16|IS_1364|GALVANIZED,STANDALONE,,,
d17f79fe-e9d2-50ef-b032-82f1121a20db,CMM-FASTNR-3943F8-001,ONGC-202122,ONGC,WASHER M20 ZINC PLATED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M20|IS_2016|ZINC_PLATED,STANDALONE,,,
161e569c-dfe6-5ce2-a57a-8f166138bde6,CMM-FASTNR-3A4D0E-001,IOCL-652634,IOCL,HEX HEAD BOLT M12-40 MM GALVANIZED,FASTENER|BOLT|CARBON_STEEL|CARBON_STEEL|M12|40_MM|16_MM|IS_1363|GALVANIZED,STANDALONE,,,
3ba4faf4-e78d-50d4-94a0-6d9db13c8de5,CMM-FASTNR-3A5416-001,HPCL-461203,HPCL,HEX HEAD BOLT M10 X 50 ZINC PLATED,FASTENER|BOLT|CARBON_STEEL|CARBON_STEEL|M12|50_MM|10_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
a2f777ed-9a05-5c5c-92d7-a06bbe7608fe,CMM-FASTNR-3C38DF-001,ONGC-634915,ONGC,HEX NUT M8 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|GALVANIZED,STANDALONE,,,
7fc4d3f0-8eb0-5560-877c-64463ef45ea0,CMM-FASTNR-411D18-001,CPCL-954887,CPCL,M8 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|GALVANIZED,STANDALONE,,,
31239c45-a3a2-5820-850a-ea0f6531e559,CMM-FASTNR-416B9B-001,ONGC-717782,ONGC,M12 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M12|IS_1364|ZINC_PLATED,STANDALONE,,,
f9a53bee-a8a1-5311-9feb-8827b7803aaf,CMM-FASTNR-431D31-001,CPCL-102420,CPCL,M12 X 50 MM HEX HEAD BOLT ZINC PLATED,FASTENER|BOLT|CARBON_STEEL|CARBON_STEEL|M12|50_MM|20_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
2a421005-5b5c-563a-8049-323c8fb373bb,CMM-FASTNR-436506-001,CPCL-873645,CPCL,M10 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M10|IS_1364|ZINC_PLATED,STANDALONE,,,
594f15ae-eabf-514c-b84b-aba54f039a08,CMM-FASTNR-43AC1A-001,HPCL-722805,HPCL,HEX NUT M20 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M20|IS_1364|ZINC_PLATED,STANDALONE,,,
0a977489-569b-549b-aa23-9d34b9918aba,CMM-FASTNR-445682-001,ONGC-272207,ONGC,WASHER M8 GALVANIZED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M8|IS_2016|GALVANIZED,STANDALONE,,,
29d2cc74-41d4-5763-bf27-68b808499990,CMM-FASTNR-462F7A-001,IOCL-877681,IOCL,M10 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M10|IS_1364|GALVANIZED,STANDALONE,,,
93bd2645-40d8-569d-b158-d7c4a9580ecf,CMM-FASTNR-4701E3-001,IOCL-940501,IOCL,HEX HEAD BOLT M16-75 MM ZINC PLATED,FASTENER|BOLT|CARBON_STEEL|CARBON_STEEL|M16|75_MM|16_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
663fc10c-a1e1-559e-a802-7364fa12342d,CMM-FASTNR-49EEB3-001,IOCL-688812,IOCL,HEX NUT M20 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M20|IS_1364|GALVANIZED,STANDALONE,,,
780a5b1a-5b63-5414-944e-28f4c2641f46,CMM-FASTNR-4A7169-001,HPCL-725092,HPCL,WASHER M16 GALVANIZED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M16|IS_2016|GALVANIZED,STANDALONE,,,
5c6bb2a8-6d69-5372-b09e-3814f6e5f6a8,CMM-FASTNR-4CB942-001,ONGC-514927,ONGC,HEX NUT M20 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M20|IS_1364|GALVANIZED,STANDALONE,,,
8fcdf64a-1138-57cb-bbeb-1cc9f47c9dd4,CMM-FASTNR-4F39E3-001,HPCL-836130,HPCL,MATERIAL: HEX BOLT M8 X 40 MM,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M8|40_MM|8_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
bacaaedc-839a-539f-b24f-1286ca44c0f2,CMM-FASTNR-51121A-001,ONGC-840970,ONGC,WASHER M8 GALVANIZED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M8|IS_2016|GALVANIZED,STANDALONE,,,
f0192e0c-a825-59f6-84b3-05e43cf9f296,CMM-FASTNR-55B3FB-001,ONGC-564646,ONGC,M16 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M16|IS_1364|ZINC_PLATED,STANDALONE,,,
ff0af73e-1207-5071-915c-5531db146ea1,CMM-FASTNR-55D934-001,ONGC-636870,ONGC,M20 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M20|IS_1364|ZINC_PLATED,STANDALONE,,,
670f4926-e0c2-5c51-962c-ce2c4a8f7e41,CMM-FASTNR-5B5E7F-001,IOCL-555519,IOCL,HEX NUT M12 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M12|IS_1364|GALVANIZED,STANDALONE,,,
a64d3804-bc9d-5abf-beca-3a5103144e17,CMM-FASTNR-5C3C32-001,ONGC-300705,ONGC,HEXAGONAL HEAD BOLT M16 X 100,FASTENER|BOLT|CARBON_STEEL|CARBON_STEEL|M16|100_MM|20_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
437bfded-faec-5123-a83f-78fdcc5f956f,CMM-FASTNR-5F8C95-001,HPCL-402886,HPCL,WASHER M10 GALVANIZED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M10|IS_2016|GALVANIZED,STANDALONE,,,
c8fb5b9f-ecf6-5491-a394-1c8df0ac7abb,CMM-FASTNR-601ABA-001,CPCL-728089,CPCL,PLAIN WASHER M10 ZINC PLATED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M10|IS_2016|ZINC_PLATED,STANDALONE,,,
5e243573-4ce4-54cd-b732-4a08b8052822,CMM-FASTNR-624598-001,ONGC-859781,ONGC,HEXAGONAL HEAD BOLT M16 X 30,FASTENER|BOLT|CARBON_STEEL|CARBON_STEEL|M16|30_MM|20_MM|IS_1363|GALVANIZED,STANDALONE,,,
212258e1-98dd-5d6a-91dc-0ecdf3cd821a,CMM-FASTNR-629A06-001,IOCL-805623,IOCL,HEXAGONAL NUT M20 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M20|IS_1364|ZINC_PLATED,STANDALONE,,,
0ccc9143-6373-512a-b4b4-65640c4dd22a,CMM-FASTNR-6340B9-001,CPCL-947653,CPCL,M16 X 75 MM HEX HEAD BOLT ZINC PLATED,FASTENER|BOLT|CARBON_STEEL|CARBON_STEEL|M16|75_MM|16_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
60b8e26d-0874-5467-ad86-b6dc2db84abe,CMM-FASTNR-643E87-001,HPCL-358191,HPCL,HEXAGONAL NUT M10 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M10|IS_1364|GALVANIZED,STANDALONE,,,
30e131d9-6c2c-5c72-8d26-ad3e81093f5d,CMM-FASTNR-649A25-001,HPCL-101392,HPCL,M20 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M20|IS_1364|ZINC_PLATED,STANDALONE,,,
5734c725-d67c-55f4-b2c9-9b6959242680,CMM-FASTNR-658C4E-001,ONGC-592400,ONGC,HEXAGONAL HEAD BOLT M8 X 40,FASTENER|BOLT|CARBON_STEEL|CARBON_STEEL|M8|40_MM|8_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
f36b8190-85dd-521d-a419-0a661c395ed2,CMM-FASTNR-65A374-001,ONGC-240625,ONGC,FLAT WASHER M20,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M20|IS_2016|ZINC_PLATED,STANDALONE,,,
b9336ec6-779e-5152-9b5d-7695b1d02739,CMM-FASTNR-679381-001,ONGC-909949,ONGC,M16 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M16|IS_1364|ZINC_PLATED,STANDALONE,,,
9696d9e5-15a6-5240-9e45-96323e496abc,CMM-FASTNR-685BF9-001,ONGC-224624,ONGC,HEX BOLT M20 X 100 GALV,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M20|100_MM|20_MM|IS_1363|GALVANIZED,STANDALONE,,,
183bdc7e-822f-5d52-bbb4-8e7aa9a4c1ac,CMM-FASTNR-68672D-001,ONGC-908531,ONGC,FLAT WASHER M16,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M16|IS_2016|ZINC_PLATED,STANDALONE,,,
40b775c8-0db5-5d49-a434-b046fc47d332,CMM-FASTNR-695AB0-001,IOCL-313866,IOCL,PLAIN WASHER M12 GALVANIZED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M12|IS_2016|GALVANIZED,STANDALONE,,,
53da09e4-85b3-518d-b0a6-373a2a1d203c,CMM-FASTNR-69D09D-001,ONGC-932274,ONGC,FLAT WASHER M8,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M8|IS_2016|GALVANIZED,STANDALONE,,,
6bcf2fc4-124a-5301-8a4e-5d090ca977d2,CMM-FASTNR-6B2F4A-001,IOCL-700778,IOCL,PLAIN WASHER M16 GALVANIZED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M16|IS_2016|GALVANIZED,STANDALONE,,,
411d9b22-c40c-5b01-8ed4-53c2ed4e08c2,CMM-FASTNR-6C6EDD-001,CPCL-998760,CPCL,M8 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|GALVANIZED,STANDALONE,,,
258e0393-2ae6-5177-ac22-2d004c1731b5,CMM-FASTNR-6C7B2E-001,HPCL-468157,HPCL,FLAT WASHER M10,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M10|IS_2016|GALVANIZED,STANDALONE,,,
13fa1719-d140-5294-b44f-9b4c82f7e624,CMM-FASTNR-6C8302-001,IOCL-270974,IOCL,HEX NUT M8 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|ZINC_PLATED,STANDALONE,,,
097ad122-006d-52e2-b4b4-12145deb3fc4,CMM-FASTNR-6D5AE8-001,IOCL-216923,IOCL,WASHER M8 ZINC PLATED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M8|IS_2016|ZINC_PLATED,STANDALONE,,,
246275d1-7e4e-59c8-b506-a56a36908505,CMM-FASTNR-712501-001,ONGC-335347,ONGC,M8 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|ZINC_PLATED,STANDALONE,,,
7a3ab3e6-5484-535c-90dc-09b5f469e7d7,CMM-FASTNR-71BE3E-001,HPCL-709538,HPCL,MATERIAL: HEX BOLT M8 X 100 MM,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M8|100_MM|10_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
94c0b9f2-7d18-5615-81c1-f4db58519f31,CMM-FASTNR-727D98-001,HPCL-736889,HPCL,HEXAGONAL NUT M20 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M20|IS_1364|ZINC_PLATED,STANDALONE,,,
b3c1f5dd-46a1-5f96-86b4-eab1b8eb2e2a,CMM-FASTNR-749D3A-001,HPCL-176458,HPCL,HEX NUT M8 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|GALVANIZED,STANDALONE,,,
80a2d438-ec69-5906-8340-3d43463f2a10,CMM-FASTNR-758EE0-001,CPCL-984074,CPCL,HEXAGONAL NUT M10 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M10|IS_1364|ZINC_PLATED,STANDALONE,,,
ad15a900-54cf-5f42-85e2-d0e67bd22144,CMM-FASTNR-75E56C-001,CPCL-602205,CPCL,PLAIN WASHER M12 ZINC PLATED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M12|IS_2016|ZINC_PLATED,STANDALONE,,,
cd4aae05-53e5-58ea-a4ab-6abbcf30b503,CMM-FASTNR-77190E-001,ONGC-569670,ONGC,HEX BOLT M12-30 ZINC PLATED,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M12|30_MM|12_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
3d740c8d-fda5-5812-9cff-388f44dd9c4f,CMM-FASTNR-788094-001,IOCL-732098,IOCL,FLAT WASHER M16,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M16|IS_2016|ZINC_PLATED,STANDALONE,,,
0c4e6718-3f8d-514d-a381-470c2ea54ef2,CMM-FASTNR-79665B-001,HPCL-151331,HPCL,HEX NUT M8 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|GALVANIZED,STANDALONE,,,
07acaf7a-9e59-5e4e-a7c8-58fb1c109a4a,CMM-FASTNR-7C5397-001,IOCL-142039,IOCL,HEX NUT M8 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|ZINC_PLATED,STANDALONE,,,
9628993e-188f-5567-a574-314432abdcd9,CMM-FASTNR-7DBA2F-001,IOCL-871898,IOCL,HEXAGONAL BOLT M20 X 100MM,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M20|100_MM|20_MM|IS_1363|GALVANIZED,STANDALONE,,,
64b7d066-28b0-536b-8e6d-969cd51b19ad,CMM-FASTNR-7E9A3E-001,ONGC-750505,ONGC,FLAT WASHER M16,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M16|IS_2016|GALVANIZED,STANDALONE,,,
0fcd356a-ce09-5674-b040-f8488c4e3426,CMM-FASTNR-7EBC7B-001,HPCL-463811,HPCL,PLAIN WASHER M20 GALVANIZED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M20|IS_2016|GALVANIZED,STANDALONE,,,
11950c93-68a6-500d-9e29-fc0a9f29d170,CMM-FASTNR-7EEC8D-001,HPCL-937769,HPCL,HEX NUT M20 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M20|IS_1364|ZINC_PLATED,STANDALONE,,,
2fa8ace6-ea11-5560-ac96-7ff38186522e,CMM-FASTNR-7FC873-001,CPCL-642294,CPCL,HEX NUT M16 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M16|IS_1364|GALVANIZED,STANDALONE,,,
4ac92756-ac01-550f-8e37-464b1ee85271,CMM-FASTNR-8018AB-001,IOCL-783868,IOCL,HEXAGONAL NUT M8 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|ZINC_PLATED,STANDALONE,,,
d74d051c-899c-51ed-9c64-1b48266a946d,CMM-FASTNR-80C709-001,CPCL-913329,CPCL,HEXAGONAL NUT M10 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M10|IS_1364|ZINC_PLATED,STANDALONE,,,
ddcc6ab2-707f-5fd9-915a-f0116901d1df,CMM-FASTNR-815685-001,ONGC-815257,ONGC,M20 HEX NUT,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M20|IS_1364|GALVANIZED,STANDALONE,,,
dd05b40a-e283-5143-8a1c-dd2b42db9a04,CMM-FASTNR-8541F6-001,HPCL-885270,HPCL,MATERIAL: HEX BOLT M16 X 40 MM,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M16|40_MM|10_MM|IS_1363|GALVANIZED,STANDALONE,,,
5fe91147-a52a-5353-b252-12d31f33b579,CMM-FASTNR-87BB46-001,ONGC-750073,ONGC,HEXAGONAL NUT M8 GALVANIZED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M8|IS_1364|GALVANIZED,STANDALONE,,,
23e53630-ae39-5ed0-80ee-15a81df6ec67,CMM-FASTNR-87F703-001,ONGC-555430,ONGC,PLAIN WASHER M10 ZINC PLATED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M10|IS_2016|ZINC_PLATED,STANDALONE,,,
4dfd98aa-90eb-54fb-9ef4-714704c12ae5,CMM-FASTNR-8AF929-001,CPCL-640497,CPCL,HEXAGONAL BOLT M12X50 GALVANIZED,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M12|50_MM|20_MM|IS_1363|GALVANIZED,STANDALONE,,,
f50b44d9-76a8-5fce-85a5-3ab815228cb5,CMM-FASTNR-8CCB88-001,IOCL-965871,IOCL,HEX NUT M12 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M12|IS_1364|ZINC_PLATED,STANDALONE,,,
8d53bf64-876f-5fee-85c3-14b5dec20e29,CMM-FASTNR-8CD9EC-001,HPCL-809570,HPCL,HEXAGONAL NUT M16 ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M16|IS_1364|ZINC_PLATED,STANDALONE,,,
bae61c01-0baa-530f-8048-f051e3c068d1,CMM-FASTNR-8F01D6-001,CPCL-474203,CPCL,FLAT WASHER M10,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M10|IS_2016|ZINC_PLATED,STANDALONE,,,
fe2a9525-64df-5799-97c7-3f4c2ca6f287,CMM-FASTNR-923B97-001,IOCL-900816,IOCL,PLAIN WASHER M12 GALVANIZED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M12|IS_2016|GALVANIZED,STANDALONE,,,
60cc39bf-d1b2-5048-a395-e661e99acfd3,CMM-FASTNR-9309E0-001,CPCL-432345,CPCL,FLAT WASHER M12,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M12|IS_2016|GALVANIZED,STANDALONE,,,
fc3ea37f-8a90-5641-bbe4-94c00d6b0574,CMM-FASTNR-93F8B3-001,ONGC-271729,ONGC,WASHER M16 ZINC PLATED,FASTENER|WASHER|CARBON_STEEL|CARBON_STEEL|M16|IS_2016|ZINC_PLATED,STANDALONE,,,
05a76268-20a5-54bc-b1f0-f2824e89e1f6,CMM-FASTNR-9594D2-001,HPCL-143059,HPCL,MATERIAL: HEX BOLT M12 X 100 MM,FASTENER|BOLT|HEX|CARBON_STEEL|CARBON_STEEL|M12|100_MM|12_MM|IS_1363|ZINC_PLATED,STANDALONE,,,
