opportunity_id,opportunity_type,cmm_code,source_cpses,material_codes,trigger_metric,trigger_value,threshold,reason,evidence_reference
4c1f3d5a-cb60-5a5d-b880-38465211ba35,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-66CBD4-001,Coal India;ONGC,CIL-400128;ONGC-100135,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
19e9d05b-5ab5-5ae9-b2a9-af8b17b2ea86,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-67CA99-001,BHEL;Coal India;HPCL;IOCL;NMDC;NTPC;ONGC;SAIL,BHEL-500172;CIL-400022;CIL-400080;CIL-400181;HPCL-120034;HPCL-120093;IOCL-110032;IOCL-110086;IOCL-110171;NMDC-410029;NTPC-200085;NTPC-200166;ONGC-100027;SAIL-300033;SAIL-300095,cpse_count,8,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
5ff7f816-8f7d-5ef4-bc9b-8330c5a252a3,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-75E845-001,Coal India;IOCL;NMDC;NTPC;ONGC,CIL-400070;IOCL-110110;NMDC-410084;NTPC-200078;NTPC-200117;ONGC-100079,cpse_count,5,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
f694f178-cf12-55ea-ad64-61fc3cf45564,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-7BE095-001,Coal India;NMDC;ONGC,CIL-400137;NMDC-410145;NMDC-410160;ONGC-100162,cpse_count,3,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
81f72ae2-8152-5c13-97d0-13618b28d593,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-87EFE4-001,Coal India;HPCL;NMDC;NTPC;ONGC;SAIL,CIL-400029;HPCL-120039;NMDC-410036;NTPC-200033;ONGC-100034;SAIL-300039,cpse_count,6,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
5ebe1522-cd6a-572c-9df6-87bb8cf01077,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-89DC5A-001,BHEL;HPCL;NTPC;ONGC;SAIL,BHEL-500025;HPCL-120028;NTPC-200025;ONGC-100025;SAIL-300027,cpse_count,5,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
b5e02c4f-aabb-545d-9414-db0abf12bcdc,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-947C4D-001,Coal India;HPCL;NMDC;NTPC;ONGC,CIL-400051;HPCL-120059;NMDC-410059;NTPC-200053;ONGC-100057,cpse_count,5,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
a14075c2-b899-52ab-bd6f-ede2b4158516,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-98CF95-001,BHEL;Coal India;ONGC;SAIL,BHEL-500001;CIL-400001;ONGC-100001;SAIL-300001,cpse_count,4,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
2f4b0704-1392-5730-8672-a102b66308e4,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-A0A0E6-001,HPCL;NMDC,HPCL-120130;NMDC-410122,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
bf958760-3ea0-5012-8a0d-f38e9c6d8b7a,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-A2CB3C-001,BHEL;HPCL;IOCL;NMDC;NTPC;ONGC;SAIL,BHEL-500048;HPCL-120020;IOCL-110023;NMDC-410017;NTPC-200018;NTPC-200045;ONGC-100018;ONGC-100046;SAIL-300023,cpse_count,7,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
47762cdd-3901-5da3-9e83-7a198384ad1d,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-A353C8-001,HPCL;SAIL,HPCL-120155;SAIL-300153,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
783d253b-c0c2-5088-b6b6-7aaf3930189c,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-A74B84-001,BHEL;Coal India;HPCL;NMDC;NTPC;ONGC,BHEL-500101;BHEL-500186;CIL-400092;HPCL-120102;NMDC-410100;NTPC-200182;ONGC-100101,cpse_count,6,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
4c6b63c5-dbaa-5914-8531-2dae86ddd44a,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-BE8172-001,Coal India;SAIL,CIL-400160;SAIL-300172,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
2340085b-dbad-5976-8095-dc65a945b705,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-D5796C-001,BHEL;ONGC;SAIL,BHEL-500160;ONGC-100180;SAIL-300160;SAIL-300176,cpse_count,3,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
362935a5-c1ed-50d5-9603-6e09a98e7997,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-D8807A-001,HPCL;ONGC,HPCL-120183;ONGC-100200,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
fee1d102-ea4c-5ca9-8af2-defaf7aebb1f,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-D93FF3-001,Coal India;HPCL,CIL-400120;HPCL-120127,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
826a6aa9-6bf5-524d-b057-d590f5b325d4,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-F25509-001,BHEL;ONGC,BHEL-500145;ONGC-100146,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
a29a2b6d-c545-5e01-8bb5-4ff1c75a47b2,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-F56C70-001,IOCL;ONGC,IOCL-110123;ONGC-100144,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
987a3529-a628-554d-9304-bd5138072e18,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-FBE56C-001,BHEL;NTPC;ONGC,BHEL-500181;NTPC-200174;ONGC-100192;ONGC-100196,cpse_count,3,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
1904d3dd-3bd7-5d0b-a5c7-072e4c1d8eb2,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-FCEB8C-001,Coal India;HPCL;NMDC,CIL-400131;HPCL-120138;HPCL-120149;NMDC-410147,cpse_count,3,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
cb81d8d6-6ae0-5c96-a805-01330c7f09c4,MULTI_CPSE_DEMAND_AGGREGATION,CMM-BEARNG-FF170C-001,BHEL;Coal India;HPCL;IOCL;NMDC;NTPC;SAIL,BHEL-500043;CIL-400053;HPCL-120043;HPCL-120047;HPCL-120061;HPCL-120184;IOCL-110106;NMDC-410060;NMDC-410184;NTPC-200039;NTPC-200040;NTPC-200054;SAIL-300044;SAIL-300067;SAIL-300125,cpse_count,7,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
662c9179-c0d6-550c-83fc-b9671a05e1aa,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-07DFFB-001,NTPC;SAIL,NTPC-200153;SAIL-300167,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
1891192b-dbd2-595e-8115-604942675727,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-0CDB57-001,BHEL;Coal India;HPCL;NMDC,BHEL-500033;CIL-400026;HPCL-120037;NMDC-410033,cpse_count,4,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
aa3e908f-06b3-5830-963c-a6af6621a771,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-1643F5-001,Coal India;HPCL;NMDC;SAIL,CIL-400078;HPCL-120092;NMDC-410189;SAIL-300093;SAIL-300193,cpse_count,4,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
fed9dcd0-28f1-5f04-b253-f86f57a7708a,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-19262A-001,BHEL;HPCL;NTPC;ONGC;SAIL,BHEL-500012;HPCL-120009;NTPC-200012;ONGC-100013;SAIL-300016,cpse_count,5,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
bd6c184e-5459-5214-bea3-0b35368fe4ff,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-1AC0A4-001,Coal India;ONGC,CIL-400189;ONGC-100207,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
174b455e-b911-5162-853c-5a42657d0d19,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-1B3CEC-001,BHEL;NTPC,BHEL-500137;NTPC-200132,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
01310bf1-72ae-524a-9f61-6a829c54811b,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-1C59B4-001,NMDC;ONGC,NMDC-410138;ONGC-100145,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
a7e5bebc-e1f0-5329-95df-15ccdecea313,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-240377-001,Coal India;HPCL;ONGC,CIL-400150;CIL-400161;HPCL-120171;ONGC-100160,cpse_count,3,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
1a735a74-86d8-5d81-aba8-2d49cee6a23d,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-253FB4-001,IOCL;NMDC,IOCL-110140;NMDC-410157,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
421225da-2871-5a47-ac7a-2f968fa2aefa,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-266707-001,BHEL;HPCL;NTPC;ONGC;SAIL,BHEL-500081;HPCL-120082;NTPC-200077;ONGC-100078;SAIL-300085,cpse_count,5,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
34d13463-1ad0-5c3f-8c92-d47922be7f35,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-2DB37C-001,BHEL;HPCL;NMDC;NTPC;SAIL,BHEL-500039;HPCL-120042;NMDC-410039;NTPC-200038;SAIL-300043,cpse_count,5,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
ecbe2cd4-15c2-58e7-ae93-9e3efb82955a,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-329BB9-001,BHEL;ONGC,BHEL-500161;ONGC-100165,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
09cb8354-1e7f-5d05-9e1f-5e346b096346,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-3E612F-001,Coal India;ONGC,CIL-400151;ONGC-100163,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
24856ee3-0196-52cd-bdae-25a95113c81e,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-3F0657-001,IOCL;NMDC,IOCL-110133;NMDC-410144,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
0c79729b-7c13-5109-be00-4fe0321be2a0,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-3F141A-001,Coal India;NMDC,CIL-400114;NMDC-410118,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
e1069309-5752-5b26-bff0-22bbe4f97a87,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-40640A-001,Coal India;NTPC,CIL-400157;NTPC-200157,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
f832f91b-c1ed-578c-8441-a0f8a6dda65c,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-42D24C-001,BHEL;Coal India;HPCL;IOCL;NTPC;ONGC;SAIL,BHEL-500077;CIL-400065;HPCL-120078;HPCL-120163;IOCL-110071;NTPC-200070;ONGC-100072;SAIL-300164,cpse_count,7,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
d7ee24d7-e4cd-5774-9059-45e45272c09d,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-43E6A3-001,BHEL;NMDC;SAIL,BHEL-500063;NMDC-410065;SAIL-300072,cpse_count,3,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
e2fba3cc-d4b1-55af-a5c3-57ced954067e,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-45EFBF-001,BHEL;Coal India;HPCL;IOCL;NMDC;SAIL,BHEL-500069;CIL-400062;HPCL-120070;IOCL-110064;NMDC-410070;SAIL-300074,cpse_count,6,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
0a608b32-dfb7-530e-a869-0ed4c37cd59c,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-47E8A6-001,HPCL;NMDC;NTPC;SAIL,HPCL-120055;NMDC-410051;NTPC-200048;SAIL-300056,cpse_count,4,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
1c3323c9-ee5f-524e-9f79-1e3defc8a39c,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-4D158E-001,BHEL;Coal India;NMDC;NTPC;ONGC;SAIL,BHEL-500059;CIL-400055;NMDC-410062;NTPC-200056;ONGC-100058;SAIL-300068,cpse_count,6,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
fd7e54fe-5585-52b7-aa45-0e6009cb4880,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-4DD7B9-001,NMDC;NTPC,NMDC-410133;NTPC-200129,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
a8899b16-43bd-5924-9421-a9713ad3ddb6,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-4F6C14-001,BHEL;HPCL,BHEL-500184;HPCL-120181,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
0d4c9181-12c4-5167-aca1-34eaf650385e,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-5540AC-001,BHEL;SAIL,BHEL-500169;SAIL-300173,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
9f72ec62-c794-5e9c-b25f-294c4936f4b1,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-57C166-001,BHEL;Coal India,BHEL-500119;CIL-400113,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
42322497-dd29-56ff-831a-3aaa4ce7e79b,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-5E9127-001,Coal India;SAIL,CIL-400125;SAIL-300135,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
d3c9f5f7-2c46-538d-850f-a35cdea7e1e8,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-609134-001,HPCL;IOCL;NMDC;NTPC;ONGC;SAIL,HPCL-120087;IOCL-110081;NMDC-410089;NTPC-200082;ONGC-100184;SAIL-300182,cpse_count,6,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
460c1874-c349-5ba7-a116-b64cf98436b0,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-62038E-001,BHEL;Coal India;HPCL;IOCL;NMDC;NTPC;ONGC;SAIL,BHEL-500111;CIL-400116;HPCL-120116;IOCL-110109;NMDC-410108;NTPC-200103;ONGC-100113;SAIL-300118,cpse_count,8,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
cceb9d51-ed50-51e4-a763-1d4e8fc9de31,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-65A8AE-001,BHEL;HPCL;IOCL;NTPC;SAIL,BHEL-500076;HPCL-120077;IOCL-110070;NTPC-200069;SAIL-300081,cpse_count,5,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
c246f6dc-5ab8-5cc2-ac3a-7e9a7b192e98,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-6BCE45-001,BHEL;Coal India;IOCL;ONGC;SAIL,BHEL-500093;CIL-400083;IOCL-110090;ONGC-100091;SAIL-300097,cpse_count,5,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
9b49e6f0-1567-5062-94b3-b569c555ab26,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-707C05-001,ONGC;SAIL,ONGC-100130;SAIL-300136,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
00ae2fc5-4eb6-5c74-8210-dc59f3bf7fff,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-76536F-001,NTPC;SAIL,NTPC-200124;SAIL-300137,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
618212a7-5ab7-5aba-ba5d-2be436c9685e,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-79A6DD-001,BHEL;Coal India;IOCL;NMDC;NTPC;SAIL,BHEL-500007;CIL-400007;IOCL-110007;NMDC-410006;NTPC-200007;SAIL-300009,cpse_count,6,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
93c2e955-0c35-551d-91a1-0c525e8a91fa,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-8C5683-001,BHEL;Coal India;HPCL;IOCL;NMDC;ONGC;SAIL,BHEL-500121;CIL-400031;CIL-400117;HPCL-120041;IOCL-110042;NMDC-410037;ONGC-100035;SAIL-300042,cpse_count,7,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
3601df37-b8a8-57c8-bb6f-02c85d0ea84d,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-8EAEA9-001,Coal India;HPCL;NMDC,CIL-400086;HPCL-120098;NMDC-410097,cpse_count,3,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
d14c06f3-3a64-5cfb-b18c-d2cde8ad4796,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-925F26-001,HPCL;SAIL,HPCL-120125;SAIL-300127,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
9baf703e-9b88-52f6-962c-fc498aeb01e5,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-941023-001,BHEL;Coal India;HPCL;NTPC;ONGC;SAIL,BHEL-500023;CIL-400145;HPCL-120026;NTPC-200023;NTPC-200147;ONGC-100023;SAIL-300026,cpse_count,6,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
e385ef4d-567f-5ee3-9268-71741c3ec2c9,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-94DDC0-001,Coal India;SAIL,CIL-400138;SAIL-300150,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
08b9e298-3866-5c7d-ac80-daaf9bda37b8,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-97B02F-001,HPCL;NMDC,HPCL-120153;NMDC-410153,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
39c8030e-fce4-5b95-810f-560242196893,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-9A21B9-001,Coal India;ONGC,CIL-400143;ONGC-100158,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
a856152f-fde2-5d3d-a9e7-93e2192ce755,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-9C93DB-001,Coal India;HPCL;NMDC;ONGC;SAIL,CIL-400094;HPCL-120105;NMDC-410101;ONGC-100103;SAIL-300108,cpse_count,5,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
7b6eb65d-e1ae-53df-b964-6ea67e976a1a,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-9FEFD2-001,BHEL;HPCL;IOCL;NMDC;NTPC;SAIL,BHEL-500079;HPCL-120081;IOCL-110075;NMDC-410082;NTPC-200075;SAIL-300084,cpse_count,6,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
73a4e143-8539-568c-851e-597f140e952e,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-A4DD01-001,Coal India;IOCL,CIL-400169;IOCL-110160,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
93f66e2b-7c2a-5234-bfe3-6cc2c15238df,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-AD2D59-001,BHEL;IOCL;NMDC,BHEL-500002;IOCL-110003;NMDC-410002,cpse_count,3,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
6b2534b9-085f-5a2f-89b9-45c62da05a07,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-BB66D5-001,NMDC;NTPC,NMDC-410192;NTPC-200186,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
57d05d5f-961c-5bb1-849f-ff63883fd690,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-BF7F37-001,HPCL;SAIL,HPCL-120168;SAIL-300171,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
2a200374-ff93-5cc5-b8ea-67825bab37da,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-C2208E-001,Coal India;HPCL;NMDC;SAIL,CIL-400041;HPCL-120052;NMDC-410048;SAIL-300054,cpse_count,4,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
9f7ac503-10cc-5348-b098-2134538f8659,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-C3E195-001,BHEL;ONGC,BHEL-500129;ONGC-100136,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
3dd4794b-2dfb-58dc-b252-585aedf3a1de,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-C565E9-001,BHEL;Coal India;IOCL;NMDC,BHEL-500034;CIL-400027;IOCL-110037;NMDC-410034,cpse_count,4,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
662e5d24-cfe5-5a96-943c-6accaa71ef2d,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-CE652D-001,NMDC;ONGC;SAIL,NMDC-410058;ONGC-100055;SAIL-300064,cpse_count,3,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
4572ba1c-8eb6-5892-9d1f-fce3bddfb564,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-CFAB35-001,ONGC;SAIL,ONGC-100137;SAIL-300138,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
24ba77ab-6ff5-59c4-9008-671cf3ebe889,MULTI_CPSE_DEMAND_AGGREGATION,CMM-ELECTR-D852DA-001,Coal India;SAIL,CIL-400132;SAIL-300144,cpse_count,2,>= 2,Harmonized Common Material Master specification consumed across multiple public sector enterprises.,CAN-000331|VALIDATED_COMPATIBLE|ACCEPT
