Material_Code,CPSE,Material_Description,Normalized_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,EX_material_family,EX_material_type,EX_material_subtype,EX_material,EX_material_grade,EX_size,EX_nominal_size,EX_length,EX_width,EX_height,EX_diameter,EX_thickness,EX_pressure_class,EX_schedule,EX_rating,EX_standard,EX_specification,EX_coating,EX_connection_type,EX_end_type,EX_construction,EX_orientation,EX_bearing_number,EX_manufacturer,EX_manufacturer_part_no,EX_unit,extraction_attribute_count,extraction_has_conflict,extraction_conflicts_detail,extraction_rules_applied,extraction_sources_used,Manufacturer,Manufacturer_Part_No,Plant,Material_Status,Annual_Consumption,Last_Purchase_Date,Standardized_Description,Canonical_Material_Key,Canonical_Material_Family,Canonical_Material_Type,Canonical_Material_Subtype,Canonical_Material,Canonical_Material_Grade,Canonical_Nominal_Size,Canonical_Size,Canonical_Length,Canonical_Width,Canonical_Height,Canonical_Diameter,Canonical_Thickness,Canonical_Pressure_Class,Canonical_Schedule,Canonical_Rating,Canonical_Standard,Canonical_Specification,Canonical_Coating,Canonical_Connection_Type,Canonical_End_Type,Canonical_Construction,Canonical_Orientation,Canonical_Manufacturer,Canonical_Manufacturer_Part_No,Canonical_Unit,Standardization_Changed,Standardization_Rule_Count,Standardization_Rules_Applied,Standardization_Conflict_Preserved
HPCL-120135,HPCL,IND.100 mm MECHANICAL SEAL - NBR 150#,ind.100 mm mechanical seal - nbr 150#,Seals,Mechanical Seal,ASME B16.20,NBR,100 mm,,,PTFE Lined,NOS,seal/gasket,,,,NBR,100 mm,,,,,,,,,,ASME B16.20,ASME B16.20,ptfe lined,,,,,,Sealol,SEA-MS-100mm-26,NOS,9,False,,COATING_FROM_STRUCTURED_FIELD; FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_MM; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Sealol,SEA-MS-100mm-26,Bhatinda Refinery,Active,13146,2025-05-21,SEAL/GASKET | NBR | 100 MM | ASME B16.20 | PTFE LINED,SEAL_GASKET|NBR|100_MM|ASME_B1620|PTFE_LINED,SEAL/GASKET,,,,NBR,,100 MM,,,,,,,,,ASME B16.20,ASME B16.20,PTFE LINED,,,,,SEALOL,SEA-MS-100MM-26,NOS,True,9,COATING_UPPERCASE; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_MM; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; UNIT_CANONICAL,False
NTPC-200127,NTPC,STORES ITEM MECHANICAL SEAL 600# NBR 100 mm,stores item mechanical seal 600# nbr 100 mm,Seals,Mechanical Seal,ASME B16.20,NBR,100 mm,,,PTFE Lined,NOS,seal/gasket,,,,NBR,100 mm,,,,,,,,,,ASME B16.20,ASME B16.20,ptfe lined,,,,,,Sealol,SEA-MS-100mm-67,NOS,9,False,,COATING_FROM_STRUCTURED_FIELD; FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_MM; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Sealol,SEA-MS-100mm-67,Vindhyachal STPS,Active,3962,2025-12-18,SEAL/GASKET | NBR | 100 MM | ASME B16.20 | PTFE LINED,SEAL_GASKET|NBR|100_MM|ASME_B1620|PTFE_LINED,SEAL/GASKET,,,,NBR,,100 MM,,,,,,,,,ASME B16.20,ASME B16.20,PTFE LINED,,,,,SEALOL,SEA-MS-100MM-67,NOS,True,9,COATING_UPPERCASE; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_MM; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; UNIT_CANONICAL,False
SAIL-300138,SAIL,SPARE-415V 100A XLPE CABLE - XLPE Insulated 600#,spare-415v 100a xlpe cable - xlpe insulated 600#,Electrical,XLPE Cable,IS 13947,XLPE Insulated,415V 100A,100 m,,,MTR,electrical,cable,,xlpe,XLPE Insulated,415V 100A,,100 m,,,,,,,,IS 13947,IS 13947,,,,,,,Crompton Greaves,CROGRE-XC-415V100A-39,MTR,11,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field,Crompton Greaves,CROGRE-XC-415V100A-39,Bhilai Steel Plant,Active,11441,2025-11-19,ELECTRICAL | CABLE | XLPE | XLPE INSULATED | 415V 100A | 100 M | IS 13947,ELECTRICAL|CABLE|XLPE|XLPE_INSULATED|415V_100A|100_M|IS_13947,ELECTRICAL,CABLE,,XLPE,XLPE INSULATED,,415V 100A,100 M,,,,,,,,IS 13947,IS 13947,,,,,,CROMPTON GREAVES,CROGRE-XC-415V100A-39,MTR,True,11,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; TYPE_CANONICAL; UNIT_CANONICAL,False
ONGC-100137,ONGC,SPARE-XLPE Cable 415V 100A XLPE Insulated 300#,spare-xlpe cable 415v 100a xlpe insulated 300#,Electrical,XLPE Cable,IS 13947,XLPE Insulated,415V 100A,100 m,,,MTR,electrical,cable,,xlpe,XLPE Insulated,415V 100A,,100 m,,,,,,,,IS 13947,IS 13947,,,,,,,Crompton Greaves,CROGRE-XC-415V100A-17,MTR,11,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field,Crompton Greaves,CROGRE-XC-415V100A-17,Rajahmundry Asset,Active,4419,2024-03-26,ELECTRICAL | CABLE | XLPE | XLPE INSULATED | 415V 100A | 100 M | IS 13947,ELECTRICAL|CABLE|XLPE|XLPE_INSULATED|415V_100A|100_M|IS_13947,ELECTRICAL,CABLE,,XLPE,XLPE INSULATED,,415V 100A,100 M,,,,,,,,IS 13947,IS 13947,,,,,,CROMPTON GREAVES,CROGRE-XC-415V100A-17,MTR,True,11,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; TYPE_CANONICAL; UNIT_CANONICAL,False
NMDC-410131,NMDC,"Ball Valve, ASTM A351 CF8M, SIZE 1 in 150#","ball valve, astm a351 cf8m, size 1 in 150#",Valves,Ball Valve,API 600,ASTM A351 CF8M,1 in,,1 in,Zinc Plated,NOS,valve,ball valve,,,ASTM A351 CF8M,1 in,,,,,1 in,,,,,API 600,API 600,zinc plated,,,,,,Audco,AUD-BV-1in-44,NOS,11,True,material_grade: 'ASTM A351 CF8M' vs 'ASTM A351',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; TYPE_BALL_VALVE; UNIT_FROM_FIELD,description; specification; structured_field,Audco,AUD-BV-1in-44,Kirandul Complex,Active,5471,2025-11-11,VALVE | BALL VALVE | ASTM A351 CF8M | 1 IN | 1 IN | API 600 | ZINC PLATED,VALVE|BALL_VALVE|ASTM_A351_CF8M|1_IN|1_IN|API_600|ZINC_PLATED,VALVE,BALL VALVE,,,ASTM A351 CF8M,,1 IN,,,,1 IN,,,,,API 600,API 600,ZINC PLATED,,,,,AUDCO,AUD-BV-1IN-44,NOS,True,11,COATING_CANONICAL; DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_API; TYPE_CANONICAL; UNIT_CANONICAL,True
BHEL-500130,BHEL,STORES ITEM 1 in Ball Valve - ASTM A216 WCB 300#,stores item 1 in ball valve - astm a216 wcb 300#,Valves,Ball Valve,API 600,ASTM A216 WCB,1 in,,1 in,Zinc Plated,NOS,valve,ball valve,,,ASTM A216 WCB,1 in,,,,,1 in,,,,,API 600,API 600,zinc plated,,,,,,Audco,AUD-BV-1in-24,NOS,11,True,material_grade: 'ASTM A216 WCB' vs 'WCB',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; TYPE_BALL_VALVE; UNIT_FROM_FIELD,description; specification; structured_field,Audco,AUD-BV-1in-24,Hazira Complex,Slow-Moving,3868,2024-08-03,VALVE | BALL VALVE | ASTM A216 WCB | 1 IN | 1 IN | API 600 | ZINC PLATED,VALVE|BALL_VALVE|ASTM_A216_WCB|1_IN|1_IN|API_600|ZINC_PLATED,VALVE,BALL VALVE,,,ASTM A216 WCB,,1 IN,,,,1 IN,,,,,API 600,API 600,ZINC PLATED,,,,,AUDCO,AUD-BV-1IN-24,NOS,True,11,COATING_CANONICAL; DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_FORMAT_ASTM_A216_WCB; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_API; TYPE_CANONICAL; UNIT_CANONICAL,True
NTPC-200128,NTPC,STORES ITEM DN 80 Gear Pump - Carbon Steel 150#,stores item dn 80 gear pump - carbon steel 150#,Pumps,Gear Pump,API 610,Carbon Steel,DN 80,,DN 80,,SET,pump,,,carbon steel,Carbon Steel,DN 80,,,,,DN 80,,,,,API 610,API 610,,,,,,,Kirloskar,KIR-GP-DN80-34,SET,10,True,size: 'DN 80' vs 'DN80',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Kirloskar,KIR-GP-DN80-34,Ramagundam STPS,Active,13953,2024-11-25,PUMP | CARBON STEEL | CARBON STEEL | DN 80 | DN 80 | API 610,PUMP|CARBON_STEEL|CARBON_STEEL|DN_80|DN_80|API_610,PUMP,,,CARBON STEEL,CARBON STEEL,,DN 80,,,,DN 80,,,,,API 610,API 610,,,,,,KIRLOSKAR,KIR-GP-DN80-34,SET,True,10,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_CANONICAL_CARBON_STEEL; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_UPPERCASE,True
SAIL-300139,SAIL,IND.GEAR PUMP DN 80 Alloy Steel 600#,ind.gear pump dn 80 alloy steel 600#,Pumps,Gear Pump,API 610,Alloy Steel,DN 80,,DN 80,,SET,pump,,,,Alloy Steel,DN 80,,,,,DN 80,,,,,API 610,API 610,,,,,,,Kirloskar,KIR-GP-DN80-28,SET,9,True,size: 'DN 80' vs 'DN80',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Kirloskar,KIR-GP-DN80-28,Durgapur Steel Plant,Active,10778,2025-11-30,PUMP | ALLOY STEEL | DN 80 | DN 80 | API 610,PUMP|ALLOY_STEEL|DN_80|DN_80|API_610,PUMP,,,,ALLOY STEEL,,DN 80,,,,DN 80,,,,,API 610,API 610,,,,,,KIRLOSKAR,KIR-GP-DN80-28,SET,True,9,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_UPPERCASE,True
CIL-400130,Coal India,SPARE-GATE VLV 300# SS316 1/2 in,spare-gate vlv 300# ss316 1/2 in,Valves,Gate Valve,ASME B16.34,SS316,1/2 in,,,,NOS,valve,gate valve,,stainless steel,SS316,1/2 in,,,,,,,,,,ASME B16.34,ASME B16.34,,,,,,,L&T Valves,L&TVAL-GV-1-2in-41,NOS,10,True,material_grade: 'SS316' vs 'SS 316',FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FRACTION_INCH; STANDARD_FROM_SPECIFICATION; TYPE_GATE_VALVE; UNIT_FROM_FIELD,description; specification; structured_field,L&T Valves,L&TVAL-GV-1-2in-41,Talcher Coalfields,Slow-Moving,5277,2025-04-06,VALVE | GATE VALVE | STAINLESS STEEL | SS 316 | 1/2 IN | ASME B16.34,VALVE|GATE_VALVE|STAINLESS_STEEL|SS_316|1_2_IN|ASME_B1634,VALVE,GATE VALVE,,STAINLESS STEEL,SS 316,,1/2 IN,,,,,,,,,ASME B16.34,ASME B16.34,,,,,,L&T VALVES,L&TVAL-GV-1-2IN-41,NOS,True,10,FAMILY_CANONICAL; GRADE_FORMAT_SS316; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_FORMAT_FRACTION_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; TYPE_CANONICAL; UNIT_CANONICAL,True
BHEL-500131,BHEL,SPARE-GATE VLV 600# SS304 1/2 in,spare-gate vlv 600# ss304 1/2 in,Valves,Gate Valve,ASME B16.34,SS304,1/2 in,,,,NOS,valve,gate valve,,stainless steel,SS304,1/2 in,,,,,,,,,,ASME B16.34,ASME B16.34,,,,,,,L&T Valves,L&TVAL-GV-1-2in-70,NOS,10,True,material_grade: 'SS304' vs 'SS 304',FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FRACTION_INCH; STANDARD_FROM_SPECIFICATION; TYPE_GATE_VALVE; UNIT_FROM_FIELD,description; specification; structured_field,L&T Valves,L&TVAL-GV-1-2in-70,Bhopal Complex,Active,5831,2025-02-23,VALVE | GATE VALVE | STAINLESS STEEL | SS 304 | 1/2 IN | ASME B16.34,VALVE|GATE_VALVE|STAINLESS_STEEL|SS_304|1_2_IN|ASME_B1634,VALVE,GATE VALVE,,STAINLESS STEEL,SS 304,,1/2 IN,,,,,,,,,ASME B16.34,ASME B16.34,,,,,,L&T VALVES,L&TVAL-GV-1-2IN-70,NOS,True,10,FAMILY_CANONICAL; GRADE_FORMAT_SS304; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_FORMAT_FRACTION_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; TYPE_CANONICAL; UNIT_CANONICAL,True
NMDC-410132,NMDC,SPARE-65 mm Oil Seal - PTFE 600#,spare-65 mm oil seal - ptfe 600#,Seals,Oil Seal,ASME B16.20,PTFE,65 mm,,65 mm,,NOS,seal/gasket,lubricant,,,PTFE,65 mm,,,,,65 mm,,,,,ASME B16.20,ASME B16.20,ptfe,,,,,,Chesterton,CHE-OS-65mm-02,NOS,11,True,material_family: 'seal/gasket' vs 'lubricant',COATING_PTFE; DIAMETER_FROM_FIELD; FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_MM; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field,Chesterton,CHE-OS-65mm-02,Donimalai Iron Ore Mine,Active,318,2025-02-04,SEAL/GASKET | LUBRICANT | PTFE | 65 MM | 65 MM | ASME B16.20 | PTFE,SEAL_GASKET|LUBRICANT|PTFE|65_MM|65_MM|ASME_B1620|PTFE,SEAL/GASKET,LUBRICANT,,,PTFE,,65 MM,,,,65 MM,,,,,ASME B16.20,ASME B16.20,PTFE,,,,,CHESTERTON,CHE-OS-65MM-02,NOS,True,11,COATING_CANONICAL; DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_MM; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; TYPE_CANONICAL; UNIT_CANONICAL,True
HPCL-120136,HPCL,IND.OIL SEAL 150# PTFE 65 mm,ind.oil seal 150# ptfe 65 mm,Seals,Oil Seal,ASME B16.20,PTFE,65 mm,,65 mm,,NOS,seal/gasket,lubricant,,,PTFE,65 mm,,,,,65 mm,,,,,ASME B16.20,ASME B16.20,ptfe,,,,,,Chesterton,CHE-OS-65mm-21,NOS,11,True,material_family: 'seal/gasket' vs 'lubricant',COATING_PTFE; DIAMETER_FROM_FIELD; FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_MM; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field,Chesterton,CHE-OS-65mm-21,Visakh Refinery,Active,11907,2025-05-26,SEAL/GASKET | LUBRICANT | PTFE | 65 MM | 65 MM | ASME B16.20 | PTFE,SEAL_GASKET|LUBRICANT|PTFE|65_MM|65_MM|ASME_B1620|PTFE,SEAL/GASKET,LUBRICANT,,,PTFE,,65 MM,,,,65 MM,,,,,ASME B16.20,ASME B16.20,PTFE,,,,,CHESTERTON,CHE-OS-65MM-21,NOS,True,11,COATING_CANONICAL; DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_MM; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; TYPE_CANONICAL; UNIT_CANONICAL,True
IOCL-110116,IOCL,"SPARE-GLOBE VALVE, ASTM A216 WCB, SIZE DN 50 150#","spare-globe valve, astm a216 wcb, size dn 50 150#",Valves,Globe Valve,API 600,ASTM A216 WCB,DN 50,,,,NOS,valve,globe valve,,,ASTM A216 WCB,DN 50,,,,,,,,,,API 600,API 600,,,,,,,Audco,AUD-GV-DN50-40,NOS,9,True,size: 'DN 50' vs 'DN50'; material_grade: 'ASTM A216 WCB' vs 'WCB',FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_GLOBE_VALVE; UNIT_FROM_FIELD,description; specification; structured_field,Audco,AUD-GV-DN50-40,Panipat Refinery,Active,9865,2024-05-12,VALVE | GLOBE VALVE | ASTM A216 WCB | DN 50 | API 600,VALVE|GLOBE_VALVE|ASTM_A216_WCB|DN_50|API_600,VALVE,GLOBE VALVE,,,ASTM A216 WCB,,DN 50,,,,,,,,,API 600,API 600,,,,,,AUDCO,AUD-GV-DN50-40,NOS,True,9,FAMILY_CANONICAL; GRADE_FORMAT_ASTM_A216_WCB; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; TYPE_CANONICAL; UNIT_CANONICAL,True
BHEL-500132,BHEL,STORES ITEM DN 50 GLOBE VALVE - ASTM A351 CF8M 600#,stores item dn 50 globe valve - astm a351 cf8m 600#,Valves,Globe Valve,API 600,ASTM A351 CF8M,DN 50,,,,NOS,valve,globe valve,,,ASTM A351 CF8M,DN 50,,,,,,,,,,API 600,API 600,,,,,,,Audco,AUD-GV-DN50-09,NOS,9,True,size: 'DN 50' vs 'DN50'; material_grade: 'ASTM A351 CF8M' vs 'ASTM A351',FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_GLOBE_VALVE; UNIT_FROM_FIELD,description; specification; structured_field,Audco,AUD-GV-DN50-09,Ranipet Complex,Active,5394,2025-12-05,VALVE | GLOBE VALVE | ASTM A351 CF8M | DN 50 | API 600,VALVE|GLOBE_VALVE|ASTM_A351_CF8M|DN_50|API_600,VALVE,GLOBE VALVE,,,ASTM A351 CF8M,,DN 50,,,,,,,,,API 600,API 600,,,,,,AUDCO,AUD-GV-DN50-09,NOS,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; TYPE_CANONICAL; UNIT_CANONICAL,True
NMDC-410133,NMDC,IND.4C x 25 sq mm SWITCHGEAR PANEL - XLPE Insulated 150#,ind.4c x 25 sq mm switchgear panel - xlpe insulated 150#,Electrical,Switchgear Panel,IS 13947,XLPE Insulated,4C x 25 sq mm,500 m,,,MTR,electrical,,,xlpe,XLPE Insulated,4C x 25 sq mm,,500 m,,,,,,,,IS 13947,IS 13947,,,,,,,Crompton Greaves,CROGRE-SP-4Cx25sqmm-31,MTR,10,True,size: '4C x 25 sq mm' vs '25 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Crompton Greaves,CROGRE-SP-4Cx25sqmm-31,Kirandul Complex,Slow-Moving,5185,2025-06-07,ELECTRICAL | XLPE | XLPE INSULATED | 4C X 25 SQ MM | 500 M | IS 13947,ELECTRICAL|XLPE|XLPE_INSULATED|4C_X_25_SQ_MM|500_M|IS_13947,ELECTRICAL,,,XLPE,XLPE INSULATED,,4C X 25 SQ MM,500 M,,,,,,,,IS 13947,IS 13947,,,,,,CROMPTON GREAVES,CROGRE-SP-4CX25SQMM-31,MTR,True,10,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,True
NTPC-200129,NTPC,SWITCHGEAR PANEL 300# XLPE Insulated 4C x 25 sq mm,switchgear panel 300# xlpe insulated 4c x 25 sq mm,Electrical,Switchgear Panel,IS 13947,XLPE Insulated,4C x 25 sq mm,500 m,,,MTR,electrical,,,xlpe,XLPE Insulated,4C x 25 sq mm,,500 m,,,,,,,,IS 13947,IS 13947,,,,,,,Crompton Greaves,CROGRE-SP-4Cx25sqmm-78,MTR,10,True,size: '4C x 25 sq mm' vs '25 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Crompton Greaves,CROGRE-SP-4Cx25sqmm-78,Dadri Plant,Slow-Moving,13014,2024-10-09,ELECTRICAL | XLPE | XLPE INSULATED | 4C X 25 SQ MM | 500 M | IS 13947,ELECTRICAL|XLPE|XLPE_INSULATED|4C_X_25_SQ_MM|500_M|IS_13947,ELECTRICAL,,,XLPE,XLPE INSULATED,,4C X 25 SQ MM,500 M,,,,,,,,IS 13947,IS 13947,,,,,,CROMPTON GREAVES,CROGRE-SP-4CX25SQMM-78,MTR,True,10,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,True
NMDC-410134,NMDC,STORES ITEM Reciprocating Pump 300# Cast Iron DN 100,stores item reciprocating pump 300# cast iron dn 100,Pumps,Reciprocating Pump,IS 1520,Cast Iron,DN 100,,DN 100,,SET,pump,,,,Cast Iron,DN 100,,,,,DN 100,,,,,IS 1520,IS 1520,,,,cast,,,KSB,KSB-RP-DN100-69,SET,10,True,size: 'DN 100' vs 'DN100',CONSTRUCTION_CAST; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,KSB,KSB-RP-DN100-69,Kirandul Complex,Active,1042,2024-07-18,PUMP | CAST | CAST IRON | DN 100 | DN 100 | IS 1520,PUMP|CAST_IRON|DN_100|DN_100|IS_1520|CAST,PUMP,,,,CAST IRON,,DN 100,,,,DN 100,,,,,IS 1520,IS 1520,,,,CAST,,KSB,KSB-RP-DN100-69,SET,True,10,CONSTRUCTION_CANONICAL; DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
BHEL-500133,BHEL,"RECIPROCATING PUMP, Cast Iron, SIZE DN 100 150#","reciprocating pump, cast iron, size dn 100 150#",Pumps,Reciprocating Pump,IS 1520,Cast Iron,DN 100,,DN 100,,SET,pump,,,,Cast Iron,DN 100,,,,,DN 100,,,,,IS 1520,IS 1520,,,,cast,,,KSB,KSB-RP-DN100-19,SET,10,True,size: 'DN 100' vs 'DN100',CONSTRUCTION_CAST; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,KSB,KSB-RP-DN100-19,Trichy Complex,Active,7667,2024-05-31,PUMP | CAST | CAST IRON | DN 100 | DN 100 | IS 1520,PUMP|CAST_IRON|DN_100|DN_100|IS_1520|CAST,PUMP,,,,CAST IRON,,DN 100,,,,DN 100,,,,,IS 1520,IS 1520,,,,CAST,,KSB,KSB-RP-DN100-19,SET,True,10,CONSTRUCTION_CANONICAL; DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
