fact_id,source_cpse,material_code,material_description,cmm_code,material_category,material_type,unit_of_measure,plant,material_status,annual_consumption,last_purchase_date,manufacturer,manufacturer_part_no
3789c268-a9f3-5700-b9e6-4e5ff16465f2,Coal India,CIL-400253,STORES ITEM Coal Cutter Pick Tungsten Carbide M20,CMM-FASTNR-4D72B7-001,Fasteners,Coal Cutter Pick,NOS,Talcher Coalfields,Active,13356,2024-05-04,Unbrako,UNB-CCP-M20-69
44722415-8a01-51cb-a258-f7f2b94714c6,Coal India,CIL-400254,STORES ITEM MINE DEWATERING PUMP DN 150 Cast Iron,CMM-PUMP-8B6C40-001,Pumps,Mine Dewatering Pump,SET,Jharia Coalfields,Active,3750,2025-02-09,Kirloskar,KIR-MDP-DN150-83
ee984e34-0d13-52f9-b997-93b524866efb,Coal India,CIL-400255,"IND.MINE DEWATERING PUMP, Cast Iron, SIZE DN 150",CMM-PUMP-A2476D-001,Pumps,Mine Dewatering Pump,SET,Jharia Coalfields,Active,1834,2025-05-06,Mather+Platt,MAT-MDP-DN150-90
ad2c031d-74f4-5741-b14c-0d65f45f3c36,Coal India,CIL-400256,MINE DEWATERING PUMP Cast Iron DN 150,CMM-PUMP-4EB8E3-001,Pumps,Mine Dewatering Pump,SET,Korba Coalfields,Active,12294,2025-08-20,KSB,KSB-MDP-DN150-33
1ce9b4a3-719e-5586-b749-b033c5b664ea,Coal India,CIL-400257,MINE DEWATERING PUMP Cast Iron DN 150,CMM-PUMP-D12801-001,Pumps,Mine Dewatering Pump,SET,Jharia Coalfields,Obsolete,904,2024-06-24,Kirloskar,KIR-MDP-DN150-90
ecc1bffb-a0d7-56c9-97ef-6f17aa7768be,Coal India,CIL-400258,IND.COAL CUTTER PICK M20 Tungsten Carbide,CMM-FASTNR-685EAD-001,Fasteners,Coal Cutter Pick,NOS,Singareni Collieries,Active,14571,2025-02-10,Sundram Fasteners,SUNFAS-CCP-M20-50
4e88d8c4-54ee-58db-9a37-68408f398cd7,Coal India,CIL-400259,IND.M20 COAL CUTTER PICK - Tungsten Carbide,CMM-FASTNR-0B935E-001,Fasteners,Coal Cutter Pick,NOS,Talcher Coalfields,Active,11286,2025-03-21,GKW,GKW-CCP-M20-12
ca6b431c-2693-5b77-ae15-a7aee8f37fc9,Coal India,CIL-400260,IND.COAL CUTTER PICK Tungsten Carbide M20,CMM-FASTNR-C372D3-001,Fasteners,Coal Cutter Pick,NOS,Jharia Coalfields,Active,4026,2024-02-22,GKW,GKW-CCP-M20-66
dcd3fa37-a5c3-58f6-8824-d22d8412d86d,Coal India,CIL-400261,MINE DEWATERING PUMP Cast Iron DN 150,CMM-PUMP-FC9A80-001,Pumps,Mine Dewatering Pump,SET,Korba Coalfields,Active,3237,2025-03-04,Kirloskar,KIR-MDP-DN150-05
10797201-ff22-547a-b366-ee1ccfe463e4,Coal India,CIL-400262,STORES ITEM COAL CUTTER PICK Tungsten Carbide M20,CMM-FASTNR-805C80-001,Fasteners,Coal Cutter Pick,NOS,Singareni Collieries,Slow-Moving,9974,2025-11-19,Precision Fasteners,PREFAS-CCP-M20-55
6750e0fb-703b-5e51-9170-4219ea5e80ea,Coal India,CIL-400263,STORES ITEM M20 Coal Cutter Pick - Tungsten Carbide,CMM-FASTNR-F58160-001,Fasteners,Coal Cutter Pick,NOS,Talcher Coalfields,Active,11433,2025-10-04,GKW,GKW-CCP-M20-73
00cb4c9c-b463-5778-8356-75539fb6e1e8,Coal India,CIL-400264,STORES ITEM Mine Dewatering Pump DN 150 Cast Iron,CMM-PUMP-5F6083-001,Pumps,Mine Dewatering Pump,SET,Talcher Coalfields,Slow-Moving,12434,2025-01-21,KSB,KSB-MDP-DN150-77
a8422a20-d223-5b98-b40f-1cfb1347593a,Coal India,CIL-400265,M20 COAL CUTTER PICK - Tungsten Carbide,CMM-FASTNR-D24A54-001,Fasteners,Coal Cutter Pick,NOS,Jharia Coalfields,Active,2414,2025-04-22,Unbrako,UNB-CCP-M20-49
e52fbb9b-41a7-5962-aee8-386340a82dea,Coal India,CIL-400266,SPARE-M20 Coal Cutter Pick - Tungsten Carbide,CMM-FASTNR-A72A9B-001,Fasteners,Coal Cutter Pick,NOS,Singareni Collieries,Active,6585,2024-01-19,Sundram Fasteners,SUNFAS-CCP-M20-18
a12568ec-49f6-569f-b98d-0800b11d67f2,Coal India,CIL-400267,"IND.MINE DEWATERING PUMP, Cast Iron, SIZE DN 150",CMM-PUMP-A17412-001,Pumps,Mine Dewatering Pump,SET,Singareni Collieries,Active,12581,2024-09-06,Mather+Platt,MAT-MDP-DN150-43
13a6ddb4-544e-5320-bfff-cad3e444cc95,Coal India,CIL-400268,"STORES ITEM Mine Dewatering Pump, Cast Iron, SIZE DN 150",CMM-PUMP-C1F38D-001,Pumps,Mine Dewatering Pump,SET,Jharia Coalfields,Active,11407,2025-06-28,Kirloskar,KIR-MDP-DN150-16
8feadf38-26d4-5a23-842a-38e0dd1680ab,Coal India,CIL-400269,Coal Cutter Pick M20 Tungsten Carbide,CMM-FASTNR-B5D9B4-001,Fasteners,Coal Cutter Pick,NOS,Talcher Coalfields,Slow-Moving,11645,2024-07-27,Sundram Fasteners,SUNFAS-CCP-M20-20
63656e16-5e29-5530-9347-d8c55d36b6a2,Coal India,CIL-400270,"SPARE-COAL CUTTER PICK, Tungsten Carbide, SIZE M20",CMM-FASTNR-1793A5-001,Fasteners,Coal Cutter Pick,NOS,Singareni Collieries,Active,14134,2025-10-30,Precision Fasteners,PREFAS-CCP-M20-08
c5e1c8a6-4945-5fdf-80e8-4a441779779c,Coal India,CIL-400271,IND.Coal Cutter Pick Tungsten Carbide M20,CMM-FASTNR-707EC9-001,Fasteners,Coal Cutter Pick,NOS,Korba Coalfields,Obsolete,8304,2024-03-19,Unbrako,UNB-CCP-M20-16
cb132568-7ba9-5abd-a1c3-44ad2b7dab49,Coal India,CIL-400272,Mine Dewatering Pump Cast Iron DN 150,CMM-PUMP-601ADC-001,Pumps,Mine Dewatering Pump,SET,Korba Coalfields,Active,7543,2024-12-06,Mather+Platt,MAT-MDP-DN150-63
dedcc8a1-e770-5067-8bcb-8aab16f18673,Coal India,CIL-400273,"STORES ITEM Mine Dewatering Pump, Cast Iron, SIZE DN 150",CMM-PUMP-8C5B3F-001,Pumps,Mine Dewatering Pump,SET,Jharia Coalfields,Obsolete,8613,2025-01-20,Kirloskar,KIR-MDP-DN150-83
3ef07cbe-4616-5a81-94f4-4a9fb39881bd,Coal India,CIL-400274,STORES ITEM Mine Dewatering Pump Cast Iron DN 150,CMM-PUMP-C152DF-001,Pumps,Mine Dewatering Pump,SET,Singareni Collieries,Active,11371,2025-03-06,Kirloskar,KIR-MDP-DN150-72
2236708f-263b-57b5-8219-5bc9000fe406,Coal India,CIL-400275,"SPARE-MINE DEWATERING PUMP, Cast Iron, SIZE DN 150",CMM-PUMP-C0B737-001,Pumps,Mine Dewatering Pump,SET,Singareni Collieries,Active,246,2024-04-24,WPIL,WPI-MDP-DN150-56
02a7af5d-9b99-5942-83cd-b6c8d8261f34,HPCL,HPCL-120001,IND.Centrifugal Pump SS316 DN 100,CMM-PUMP-EFB17A-001,Pumps,Centrifugal Pump,SET,Bhatinda Refinery,Active,10535,2025-12-05,Kirloskar,KIR-CP-DN100-10
52104125-1c0d-5b49-b7ae-a4d900444e20,HPCL,HPCL-120002,6 in PIPE SMLS - SS316L,CMM-PIPEF-4E2A15-001,Pipes & Fittings,Seamless Pipe,MTR,Bhatinda Refinery,Active,5394,2025-02-16,ISMT,ISM-SP-6in-41
3ab01cfb-e94a-5f9a-85bd-b7ad0036e066,HPCL,HPCL-120003,"STORES ITEM REDUCER, ASTM A106 Gr B, SIZE DN 150",CMM-PIPEF-A8BD86-001,Pipes & Fittings,Reducer,MTR,Bhatinda Refinery,Slow-Moving,6341,2025-05-21,ISMT,ISM-R-DN150-99
71abc503-81d4-5fc3-8973-856c8ffa4dbc,HPCL,HPCL-120004,SPARE-REDUCER ASTM A106 Gr B DN 100,CMM-PIPEF-C9F1AA-001,Pipes & Fittings,Reducer,MTR,Mumbai Refinery,Active,3438,2025-03-06,Tata Steel,TATSTE-R-DN100-09
f3b79872-faa6-5ff2-8855-71d2275de5fd,HPCL,HPCL-120005,STORES ITEM HEX NUT SS304 M16 x 65,CMM-FASTNR-79F7B5-001,Fasteners,Hex Nut,NOS,Visakh Refinery,Active,3070,2024-02-22,GKW,GKW-HN-M16x65-14
c3089ad2-c6f7-517c-87d1-7c5e7cc82136,HPCL,HPCL-120006,HEX NUT M12 x 50 Grade 8.8,CMM-FASTNR-412B68-001,Fasteners,Hex Nut,KG,Mumbai Refinery,Active,11097,2025-08-12,Sundram Fasteners,SUNFAS-HN-M12x50-56
3f88386e-378d-5511-8c88-a4bbd36ce695,HPCL,HPCL-120007,"BOLT HEX, Grade B7, SIZE M16 x 65",CMM-FASTNR-3AF121-001,Fasteners,Hex Bolt,NOS,Visakh Refinery,Active,1343,2025-09-16,Unbrako,UNB-HB-M16x65-19
9f9ba2e1-5593-5106-b430-18a5e8344bb9,HPCL,HPCL-120008,"IND.Flow Meter, Brass, SIZE 4-20 mA",CMM-INSTRU-746A35-001,Instrumentation,Flow Meter,NOS,Visakh Refinery,Slow-Moving,14409,2025-01-09,Emerson,EME-FM-4-20mA-42
82688e03-f5cb-5a8d-84bc-800c3b564b1c,HPCL,HPCL-120009,Circuit Breaker 4C x 25 sq mm Aluminium,CMM-ELECTR-19262A-001,Electrical,Circuit Breaker,MTR,Mumbai Refinery,Active,5919,2024-08-31,Siemens,SIE-CB-4Cx25sqmm-17
0770583b-d2fc-5b29-8745-f101c0691e48,HPCL,HPCL-120010,"SPARE-Flange, IS 2062, SIZE DN 150",CMM-PIPEF-BBD3DF-001,Pipes & Fittings,Flange,MTR,Mumbai Refinery,Active,9658,2025-07-29,Maharashtra Seamless,MAHSEA-F-DN150-12
6f5c2102-4aba-5b75-9b8a-ec326c403d51,HPCL,HPCL-120011,SPARE-2 in REDUCER - Carbon Steel,CMM-PIPEF-E0FB6D-001,Pipes & Fittings,Reducer,MTR,Visakh Refinery,Slow-Moving,9349,2025-09-02,Jindal Pipes,JINPIP-R-2in-44
e35b9135-25b4-55e3-8826-d1db230852ef,HPCL,HPCL-120012,STORES ITEM Submersible Pump DN 100 SS316,CMM-PUMP-0F45F6-001,Pumps,Submersible Pump,SET,Bhatinda Refinery,Active,9698,2025-02-14,WPIL,WPI-SP-DN100-59
17526698-fced-5be3-8b84-d8bbcd0eab7d,HPCL,HPCL-120013,"SUBMERSIBLE PUMP, Carbon Steel, SIZE DN 80",CMM-PUMP-F3916E-001,Pumps,Submersible Pump,SET,Bhatinda Refinery,Slow-Moving,5132,2025-11-02,Mather+Platt,MAT-SP-DN80-78
cf3cf979-9828-52ef-94c3-ce0a0e8c9d61,HPCL,HPCL-120014,IND.Temperature Transmitter 0-100 bar Polycarbonate,CMM-INSTRU-3688F6-001,Instrumentation,Temperature Transmitter,NOS,Visakh Refinery,Active,12962,2024-04-13,ABB,ABB-TT-0-100bar-25
3beaaab0-129f-5fc3-8a9d-e9619fce7df3,HPCL,HPCL-120015,STORES ITEM 2 in x 1.5 in Vertical Turbine Pump - Duplex Steel,CMM-PUMP-2F3FCE-001,Pumps,Vertical Turbine Pump,SET,Mumbai Refinery,Obsolete,6847,2024-02-24,Kirloskar,KIR-VTP-2inx1.5in-56
4591480a-5614-5d30-a9f1-1b41a511266f,HPCL,HPCL-120016,4 in GV - SS316,CMM-VALVE-11F993-001,Valves,Gate Valve,NOS,Visakh Refinery,Active,10815,2025-10-05,Leader Valves,LEAVAL-GV-4in-33
ace4ff38-b988-5e73-bb2d-835d63321aef,HPCL,HPCL-120017,SPARE-DN 100 PIPE SMLS - SS316L,CMM-PIPEF-304077-001,Pipes & Fittings,Seamless Pipe,MTR,Visakh Refinery,Active,11808,2025-03-12,Jindal Pipes,JINPIP-SP-DN100-14
4f0dab0a-7f3a-565c-a8aa-6f098a08441c,HPCL,HPCL-120018,SPARE-MECHANICAL SEAL 100 mm PTFE,CMM-SEALG-9F5E86-001,Seals,Mechanical Seal,NOS,Bhatinda Refinery,Active,4807,2024-11-03,Chesterton,CHE-MS-100mm-57
6a406100-5eda-51ec-9986-9e9bf38e0523,HPCL,HPCL-120019,LEVEL TRANSMITTER 4-20 mA SS316,CMM-INSTRU-1E073D-001,Instrumentation,Level Transmitter,NOS,Bhatinda Refinery,Active,2812,2025-08-29,ABB,ABB-LT-4-20mA-36
b5a5275a-26bc-5a7f-85c9-f853fa8edb97,HPCL,HPCL-120020,SPARE-6208 THRUST BEARING - Stainless Steel,CMM-BEARNG-A2CB3C-001,Bearings,Thrust Bearing,NOS,Mumbai Refinery,Slow-Moving,3311,2025-09-08,NBC Bearings,NBCBEA-TB-6208-13
4fda0883-aa93-5593-a518-07702c1f0b12,HPCL,HPCL-120021,"IND.SOCKET HEAD SCREW, Carbon Steel, SIZE M16 x 65",CMM-FASTNR-A2AB0B-001,Fasteners,Socket Head Screw,NOS,Visakh Refinery,Slow-Moving,4492,2025-07-29,Precision Fasteners,PREFAS-SHS-M16x65-84
3e4e26a9-0a8d-5f49-a334-f0e5efd0bdde,HPCL,HPCL-120022,"FLANGE, Alloy Steel, SIZE DN 150",CMM-PIPEF-AAC4DA-001,Pipes & Fittings,Flange,MTR,Mumbai Refinery,Active,14077,2025-10-16,Tata Steel,TATSTE-F-DN150-95
e2117384-c4b5-5d2b-9cf9-23085a002bee,HPCL,HPCL-120023,SPARE-GLOBE VALVE 4 in LCB,CMM-VALVE-9903B8-001,Valves,Globe Valve,NOS,Visakh Refinery,Active,13426,2024-01-04,Audco,AUD-GV-4in-73
bc22cc8b-8d45-59dd-9960-698640926612,HPCL,HPCL-120024,STORES ITEM Mechanical Seal 65 mm Graphite,CMM-SEALG-260F99-001,Seals,Mechanical Seal,NOS,Visakh Refinery,Active,1152,2024-04-13,Sealol,SEA-MS-65mm-25
ab3c578d-29da-52e6-9597-22cc7fca1448,HPCL,HPCL-120025,ANCHOR BOLT Carbon Steel M20 x 80,CMM-FASTNR-B4A1EA-001,Fasteners,Anchor Bolt,KG,Mumbai Refinery,Slow-Moving,1564,2025-07-02,Precision Fasteners,PREFAS-AB-M20x80-33
5abf2630-cdf1-5272-b321-78ed875ba92a,HPCL,HPCL-120026,IND.Distribution Transformer Aluminium 1C x 300 sq mm,CMM-ELECTR-941023-001,Electrical,Distribution Transformer,MTR,Mumbai Refinery,Active,10172,2025-10-15,Crompton Greaves,CROGRE-DT-1Cx300sqmm-09
b0102f73-1ccc-50b0-bef9-54e1cda65b73,HPCL,HPCL-120027,STORES ITEM Oil Seal 2 in Viton,CMM-SEALG-29423B-001,Seals,Oil Seal,KG,Visakh Refinery,Active,9289,2024-09-03,Chesterton,CHE-OS-2in-03
8ebd7618-70f5-5c85-b607-11c5bcb56a79,HPCL,HPCL-120028,SPARE-6408 NEEDLE BEARING - Chrome Steel,CMM-BEARNG-89DC5A-001,Bearings,Needle Bearing,NOS,Mumbai Refinery,Active,135,2024-11-11,Timken,TIM-NB-6408-49
f8fa46ff-4cbc-5842-838b-d381990f78be,HPCL,HPCL-120029,SPARE-Spiral Wound Gasket PTFE 2 in,CMM-SEALG-C65128-001,Seals,Spiral Wound Gasket,NOS,Bhatinda Refinery,Active,12925,2025-02-06,Flowserve,FLO-SWG-2in-82
125f20d3-81ee-5e35-8a9c-4e4bfd7731f9,HPCL,HPCL-120030,SPARE-PRESSURE GAUGE Polycarbonate 0-500 Deg C,CMM-INSTRU-58342A-001,Instrumentation,Pressure Gauge,NOS,Bhatinda Refinery,Active,11183,2025-08-25,Emerson,EME-PG-0-500DegC-74
db19a964-e7e7-5144-b5b8-7b89d9b00ef9,HPCL,HPCL-120031,"ROLLER BRG, Chrome Steel, SIZE 22208",CMM-BEARNG-39C22B-001,Bearings,Roller Bearing,NOS,Mumbai Refinery,Active,7087,2025-02-02,FAG,FAG-RB-22208-82
e063224b-0d98-5374-a099-61dadf5bc14d,HPCL,HPCL-120032,IND.Submersible Pump SS316 DN 100,CMM-PUMP-257C0D-001,Pumps,Submersible Pump,SET,Visakh Refinery,Obsolete,8331,2025-10-30,WPIL,WPI-SP-DN100-02
3e0269e0-b937-5c5e-850e-bd06ead3203c,HPCL,HPCL-120033,OIL SEAL 50 mm Viton,CMM-SEALG-F69B1C-001,Seals,Oil Seal,NOS,Mumbai Refinery,Obsolete,2638,2025-03-27,Flowserve,FLO-OS-50mm-06
af6f5387-777d-5d67-ad8d-4861658a21ae,HPCL,HPCL-120034,IND.Thrust Bearing AISI 52100 6304,CMM-BEARNG-67CA99-001,Bearings,Thrust Bearing,NOS,Mumbai Refinery,Active,7298,2024-08-10,SKF,SKF-TB-6304-57
e76ed5d6-b9bc-5d99-adf5-8a70af04ce20,HPCL,HPCL-120035,IND.6 in ELBOW 90 DEG - ASTM A106 Gr B,CMM-PIPEF-F76C77-001,Pipes & Fittings,Elbow 90 Deg,MTR,Visakh Refinery,Slow-Moving,14701,2025-08-10,ISMT,ISM-E9D-6in-73
7a6993a1-af96-53bf-a78e-4d7f15daa569,HPCL,HPCL-120036,"Spiral Wound Gasket, NBR, SIZE 50 mm",CMM-SEALG-66D3AC-001,Seals,Spiral Wound Gasket,KG,Visakh Refinery,Active,13192,2025-07-10,Flowserve,FLO-SWG-50mm-18
b201c45d-dfd1-548d-8370-e5927d2e132d,HPCL,HPCL-120037,"SPARE-SWITCHGEAR PANEL, XLPE Insulated, SIZE 1C x 300 sq mm",CMM-ELECTR-0CDB57-001,Electrical,Switchgear Panel,MTR,Mumbai Refinery,Slow-Moving,9257,2025-12-11,BHEL,BHE-SP-1Cx300sqmm-94
86b7c045-cb5a-5f69-9e92-4997a35fbd5a,HPCL,HPCL-120038,"STORES ITEM Induction Motor, Copper, SIZE 415V 100A",CMM-ELECTR-E728FA-001,Electrical,Induction Motor,MTR,Bhatinda Refinery,Obsolete,2788,2024-08-04,Crompton Greaves,CROGRE-IM-415V100A-74
f6628e2b-db20-5062-9571-a2a32b5c15be,HPCL,HPCL-120039,STORES ITEM 6408 Ball Bearing - Chrome Steel,CMM-BEARNG-87EFE4-001,Bearings,Ball Bearing,NOS,Bhatinda Refinery,Active,857,2025-05-01,NBC Bearings,NBCBEA-BB-6408-89
3ed71f84-d409-5cf6-9f2e-bd064a712ede,HPCL,HPCL-120040,SPARE-1/2 in NPT RTD SENSOR - SS316,CMM-INSTRU-E82054-001,Instrumentation,RTD Sensor,NOS,Mumbai Refinery,Slow-Moving,13823,2025-11-04,ABB,ABB-RS-1-2inNPT-44
9908a410-f560-55b3-8ccf-bf40da02ebf2,HPCL,HPCL-120041,Distribution Transformer 1C x 300 sq mm XLPE Insulated,CMM-ELECTR-8C5683-001,Electrical,Distribution Transformer,MTR,Visakh Refinery,Active,4126,2024-08-19,Siemens,SIE-DT-1Cx300sqmm-02
f1a83b26-bde1-5a80-b1be-880adad54396,HPCL,HPCL-120042,DISTRIBUTION TRANSFORMER 415V 100A Copper,CMM-ELECTR-2DB37C-001,Electrical,Distribution Transformer,MTR,Visakh Refinery,Active,5198,2024-01-13,Havells,HAV-DT-415V100A-15
e8239182-42fd-508f-b41c-e70e1d268dd1,HPCL,HPCL-120043,SPARE-6408 NEEDLE BEARING - Chrome Steel,CMM-BEARNG-FF170C-001,Bearings,Needle Bearing,NOS,Bhatinda Refinery,Slow-Moving,13428,2024-08-16,NBC Bearings,NBCBEA-NB-6408-39
a87d465e-9d68-5c15-b420-e244f9b9e33d,HPCL,HPCL-120044,IND.O-Ring Graphite 100 mm,CMM-SEALG-C8045E-001,Seals,O-Ring,NOS,Bhatinda Refinery,Active,11794,2025-02-23,Chesterton,CHE-O-100mm-48
1852ee85-08ba-551f-bcdf-656de9480b2a,HPCL,HPCL-120045,Flange DN 50 Alloy Steel,CMM-PIPEF-7A5764-001,Pipes & Fittings,Flange,MTR,Mumbai Refinery,Active,7465,2024-04-14,Jindal Pipes,JINPIP-F-DN50-89
b85672fb-50da-5a94-9c3e-8b559b021d0b,HPCL,HPCL-120046,Centrifugal Pump 3 in x 2 in Duplex Steel,CMM-PUMP-82AEB3-001,Pumps,Centrifugal Pump,SET,Mumbai Refinery,Slow-Moving,9644,2024-02-16,WPIL,WPI-CP-3inx2in-50
766ede02-39e0-5583-9cd4-2d3be177399a,HPCL,HPCL-120047,IND.Thrust Bearing Chrome Steel 6408,CMM-BEARNG-FF170C-001,Bearings,Thrust Bearing,NOS,Mumbai Refinery,Slow-Moving,13967,2025-07-12,NBC Bearings,NBCBEA-TB-6408-61
625479ba-db21-5e5f-b467-21d822696f0e,HPCL,HPCL-120048,SPARE-OIL SEAL 2 in Viton,CMM-SEALG-18752C-001,Seals,Oil Seal,KG,Mumbai Refinery,Active,10725,2025-08-22,Flowserve,FLO-OS-2in-89
2f7d5999-5808-5f52-b27d-0358a0478172,HPCL,HPCL-120049,DN 80 Welded Pipe - IS 2062,CMM-PIPEF-886747-001,Pipes & Fittings,Welded Pipe,MTR,Mumbai Refinery,Active,1967,2025-06-09,ISMT,ISM-WP-DN80-53
c5405aa3-d7be-5977-abfa-875fa9c24744,HPCL,HPCL-120050,IND.Reducer SS316L 6 in,CMM-PIPEF-3C5B7C-001,Pipes & Fittings,Reducer,MTR,Mumbai Refinery,Slow-Moving,3897,2024-09-04,Tata Steel,TATSTE-R-6in-74
68e7418b-612b-5c86-8513-c2584055dfc0,HPCL,HPCL-120051,SPARE-DN 100 FLANGE - Alloy Steel,CMM-PIPEF-49C4F4-001,Pipes & Fittings,Flange,MTR,Visakh Refinery,Active,4356,2024-08-30,Tata Steel,TATSTE-F-DN100-75
8f8e70b0-ff5f-5ab9-92de-ae1fb927de4e,HPCL,HPCL-120052,4C x 25 sq mm INDUCTION MOTOR - Aluminium,CMM-ELECTR-C2208E-001,Electrical,Induction Motor,MTR,Visakh Refinery,Slow-Moving,9971,2024-07-22,BHEL,BHE-IM-4Cx25sqmm-45
0ce5f82f-d7f2-5024-a62d-07839d1a776e,HPCL,HPCL-120053,IND.1/2 in NPT RTD SENSOR - Polycarbonate,CMM-INSTRU-014C39-001,Instrumentation,RTD Sensor,NOS,Mumbai Refinery,Active,10295,2024-09-02,ABB,ABB-RS-1-2inNPT-21
06c77467-02cf-576c-9ab0-c3f328b0bc5d,HPCL,HPCL-120054,IND.BUTTERFLY VALVE 2 in LCB,CMM-VALVE-68C9CD-001,Valves,Butterfly Valve,NOS,Bhatinda Refinery,Active,5918,2024-05-17,Fouress,FOU-BV-2in-97
55d732b4-01f5-54b0-b64a-106b180805d3,HPCL,HPCL-120055,Distribution Transformer 4C x 25 sq mm Aluminium,CMM-ELECTR-47E8A6-001,Electrical,Distribution Transformer,MTR,Mumbai Refinery,Active,13751,2025-02-01,BHEL,BHE-DT-4Cx25sqmm-14
2d6245a6-908d-5c39-8394-088178e5be61,HPCL,HPCL-120056,50 mm Rubber Gasket - NBR,CMM-SEALG-C5D451-001,Seals,Rubber Gasket,NOS,Bhatinda Refinery,Active,11560,2025-11-12,Sealol,SEA-RG-50mm-23
be6427e2-f365-5975-85c9-5e52d27e1097,HPCL,HPCL-120057,STORES ITEM PRESSURE GAUGE Brass 4-20 mA,CMM-INSTRU-FECC9D-001,Instrumentation,Pressure Gauge,NOS,Mumbai Refinery,Active,12266,2025-10-14,Yokogawa,YOK-PG-4-20mA-94
f574a6f2-45ac-5e3f-86a3-56c86a1f1632,HPCL,HPCL-120058,STORES ITEM REDUCER 2 in Alloy Steel,CMM-PIPEF-EB17F7-001,Pipes & Fittings,Reducer,MTR,Visakh Refinery,Active,3943,2025-01-15,ISMT,ISM-R-2in-91
4a35015e-5fad-5f33-987e-f3e833953919,HPCL,HPCL-120059,Ball Bearing Chrome Steel 22208,CMM-BEARNG-947C4D-001,Bearings,Ball Bearing,NOS,Mumbai Refinery,Active,11595,2025-09-02,SKF,SKF-BB-22208-14
81cc90d7-d02e-5c73-b8e6-9dd86ca79718,HPCL,HPCL-120060,SPARE-100 mm Rubber Gasket - NBR,CMM-SEALG-F519D1-001,Seals,Rubber Gasket,NOS,Visakh Refinery,Active,2137,2025-06-04,Sealol,SEA-RG-100mm-62
4d666fea-f4d9-5ab0-a349-bb340429c2e5,HPCL,HPCL-120061,Needle Bearing Chrome Steel 6408,CMM-BEARNG-FF170C-001,Bearings,Needle Bearing,NOS,Bhatinda Refinery,Active,9816,2025-04-19,SKF,SKF-NB-6408-89
0ec4dec2-1428-5a45-b4b7-90ace7ccf24a,HPCL,HPCL-120062,STORES ITEM Reciprocating Pump Duplex Steel DN 100,CMM-PUMP-8BAE9F-001,Pumps,Reciprocating Pump,SET,Mumbai Refinery,Obsolete,2274,2024-03-27,Mather+Platt,MAT-RP-DN100-10
bcc470d8-edec-5de0-875e-aca7eeda9479,HPCL,HPCL-120063,STORES ITEM M10 x 40 SOCKET HEAD SCREW - Grade B7,CMM-FASTNR-A82C5B-001,Fasteners,Socket Head Screw,NOS,Bhatinda Refinery,Active,14308,2025-03-21,Sundram Fasteners,SUNFAS-SHS-M10x40-30
acd18cb6-7b3f-5df2-bb25-29631fe0c3c6,HPCL,HPCL-120064,"Temperature Transmitter, Brass, SIZE 0-100 bar",CMM-INSTRU-027BD0-001,Instrumentation,Temperature Transmitter,NOS,Bhatinda Refinery,Active,9764,2024-09-01,Yokogawa,YOK-TT-0-100bar-57
66dd69fc-aa7a-5840-ac70-63807d1ac20b,HPCL,HPCL-120065,"Oil Seal, NBR, SIZE 2 in",CMM-SEALG-C69426-001,Seals,Oil Seal,NOS,Mumbai Refinery,Obsolete,654,2024-05-24,Chesterton,CHE-OS-2in-84
f03977ec-4306-5dff-9bbd-a0348d978976,HPCL,HPCL-120066,"IND.Centrifugal Pump, Carbon Steel, SIZE DN 100",CMM-PUMP-ED0D84-001,Pumps,Centrifugal Pump,SET,Visakh Refinery,Active,8620,2025-04-06,WPIL,WPI-CP-DN100-54
268a6bcd-74c6-5f14-8331-65f95d1e23d9,HPCL,HPCL-120067,OIL SEAL 2 in Viton,CMM-SEALG-B639C0-001,Seals,Oil Seal,NOS,Bhatinda Refinery,Obsolete,7648,2024-05-21,Chesterton,CHE-OS-2in-40
cabeb37c-412a-5e23-ac1d-0110a700da1b,HPCL,HPCL-120068,"GLOBE VALVE, SS316, SIZE 4 in",CMM-VALVE-4B0806-001,Valves,Globe Valve,NOS,Mumbai Refinery,Active,14385,2024-07-28,L&T Valves,L&TVAL-GV-4in-14
c4b68aa8-2849-59ac-843b-d0632c9ccae6,HPCL,HPCL-120069,STORES ITEM DN 150 Seamless Pipe - Carbon Steel,CMM-PIPEF-888E21-001,Pipes & Fittings,Seamless Pipe,MTR,Visakh Refinery,Active,951,2025-09-14,Jindal Pipes,JINPIP-SP-DN150-04
c4754f36-9b86-5ad5-8ba1-198c9585239c,HPCL,HPCL-120070,Distribution Transformer XLPE Insulated 3C x 95 sq mm,CMM-ELECTR-45EFBF-001,Electrical,Distribution Transformer,MTR,Mumbai Refinery,Active,4528,2025-02-28,Havells,HAV-DT-3Cx95sqmm-76
3ca5444c-00d9-5b4f-a296-cff8eb009c0d,HPCL,HPCL-120071,Mechanical Seal NBR 2 in,CMM-SEALG-E00177-001,Seals,Mechanical Seal,NOS,Mumbai Refinery,Active,6544,2025-03-24,Flowserve,FLO-MS-2in-61
86913504-096a-5436-9159-da304c667015,HPCL,HPCL-120072,RUBBER GASKET NBR 100 mm,CMM-SEALG-E0C6E5-001,Seals,Rubber Gasket,NOS,Visakh Refinery,Active,5235,2025-01-21,Flowserve,FLO-RG-100mm-73
